contentsid,title,roadaddress,introduction,latitude,longitude,phoneno,region1cd_value,region1cd_label,region2cd_value,region2cd_label,repPhoto_descseo,repPhoto_photoid_photoid,repPhoto_photoid_imgpath,repPhoto_photoid_thumbnailpath,merged_tag
CNTS_000000000000978,성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,섬 속의 섬을 향한 시작. 푸른 바다의 아름다운 뱃길,33.4721117,126.9331983,--,region2,서귀포시,17,성산,성산항,2019022588768,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/9634d475-c353-49b6-8ee4-0bb11d035fd5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/12/73a5f7e8-666f-4e4d-b045-5d9635cc8895.jpg,['맑음']
CNTS_000000000000979,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,지역 문화예술의 소통을 위해 2014년 개관된 서귀포 예술의전당,33.24523,126.55175,064-760-3341,region2,서귀포시,21,서귀포시내,Seogwipo Arts Center,343,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b9f02ff9-e369-44a2-8e78-6ad13e256feb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9579a80e-aed9-43fe-9ec6-0274000ce095.jpg,"['예술', '실내', '미술/박물관', '흐림', '사계절', '실내관광지', '문화관광', '어트랙션', '공용주차장', '화장실', '무료 WIFI', '흡연구역', '음료대', '유도 및 안내시설', '경보 및 피난시설', '엘리베이터', '단차없음', '장애인 화장실', '승강기', '장애인 전용 주차장', '쉬움', '무장애관광']"
CNTS_000000000000981,저지 예술인 마을,제주특별자치도 제주시 한경면 저지14길 28-4,독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌,33.3394612,126.2672295,064-710-3413,region1,제주시,14,한경,저지 예술인 마을,2019022591205,https://api.cdn.visitjeju.net/photomng/imgpath/202111/24/06881cfa-0d13-4766-8b3e-a7c6ca7837c2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/24/7c142b20-c707-4b50-b960-9784c60fa1c7.jpg,"['예술', '체험관광', '커플', '흐림', '가을', '문화관광', '마을산책', '마을관광', '어트랙션', '화장실', '편의점', '단독접근가능', '단차없음', '쉬움', '무장애관광']"
CNTS_000000000000982,큰바리메오름,제주특별자치도 제주시 애월읍 어음리 산 21,오름의 모양이 바리를 닮은 기생화산,33.38251186885827,126.38598735192869,064-728-3124,region1,제주시,12,애월,Keunbarime Oreum Volcanic Cone,354,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/13dff35a-c86d-4efe-8c30-91316b522733.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/56f2fcc4-1a0a-4c37-b42d-28d612f4ac9b.jpg,"['오름', '사계절', '청년', '휴식/힐링', '친구', '커플', '혼자', '자연경관', '도보여행', '도보', '화장실']"
CNTS_000000000001158,메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,현무암으로 세계최장 미로공원 조성... ‘메이즈랜드’,33.48875,126.80093,064-784-3838,region1,제주시,16,구좌,메이즈랜드 24년2,2019022634642,https://api.cdn.visitjeju.net/photomng/imgpath/202407/08/01090aef-03ad-472b-a054-75636fc88679.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/08/f6397bad-a048-4e70-b542-7e3ec950056e.jpg,"['반려동물', ' 반려동물동반입장', ' 혼저옵서개', ' 반려동물동반_관광지', '제주가볼만한곳', '제주여행', '제주동쪽가볼만한곳', '제주관광지', '제주포토존', '제주명소', '제주핫플', '우수관광사업체', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '흡연구역', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '임산부 휴게시설', '단차없음', '장애인 화장실', '장애인 전용 주차장', '수동 휠체어 대여 가능', '전동 휠체어 대여 가능', '쉬움', '실내+실외', '하', '공연/전시', '2~3시간']"
CNTS_000000000001191,생각하는정원,제주특별자치도 제주시 한경면 녹차분재로 675,국가지정 민간정원으로 대한민국 대표정원,33.3257082,126.2552516,064-772-3701,region1,제주시,14,한경,생각하는정원,2019022655670,https://api.cdn.visitjeju.net/photomng/imgpath/202508/20/5a4aa239-62d3-4080-94b1-fe0d6f8068d2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202508/20/8297b13c-1de1-4ca7-8f78-816352b140c0.jpg,"['반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지', '휴식/힐링', '테마공원', '커플', '아이', '흐림', '가을', '어린이', '어트랙션', '안전여행스탬프', '무장애관광', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '단차없음', '장애인 화장실', '장애인 전용 주차장', '수동 휠체어 대여 가능', '쉬움', '우수관광사업체', '실외', '하', '포토스팟', '1~2시간']"
CNTS_000000000001511,제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,서귀포시에 위치한 '로버트 트랜트 주니어'가 설계한 총 36홀로 이루어진 골프장,33.2845677839787,126.40493199042976,064-731-2000,region2,서귀포시,21,서귀포시내,Lotte Skyhill Country Club,847,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/49851edd-20f3-4a0c-846b-fa4db62fbcc1.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5f5e2939-e0e3-4460-bfa3-fe2ead536109.gif,"['골프', '액티비티', '체험', '레저/체험', '어트랙션', '공용주차장', '현금결제', '카드결제', '화장실', '흡연구역', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '단차없음', '장애인 전용 주차장', '어려움', '무장애관광']"
CNTS_000000000018248,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,"알록달록 조용한 애월의 작은 초등학교(구, 분교)",33.453457,126.345276,064-797-7200,region1,제주시,12,애월,Deoreokbungyo,1808,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4346a48e-46dc-4867-a500-52fe34939bf8.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8b050ed1-a4f9-468b-bac5-a29aab9ada34.gif,"['경관/포토', '커플', '아이', '맑음', '봄', '포토스팟', '어린이', '봄꽃', '벚꽃', '무장애관광', '화장실', '단독접근가능', '단차없음', '어려움']"
CNTS_000000000018293,제주항 국제크루즈터미널,제주특별자치도 제주시 임항로 191,제주 여행의 또 다른 방법!,33.526657,126.54367,-1666-0930,region1,제주시,11,제주시내,제주항 국제크루즈터미널,2019022641977,https://api.cdn.visitjeju.net/photomng/imgpath/202409/26/94d37f89-01f0-4aad-9a85-6a44d86cf623.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202409/26/a3d87d2f-47cd-4d03-a6ae-e7770d2d797f.png,"['실내', '부모', '친구', '커플', '혼자', '비/바람/눈', '안개/흐림', '맑음', '중/장년', '청년', '노년', '', '공용주차장', '현금결제', '카드결제', '화장실', '흡연구역', '유도 및 안내시설', '경보 및 피난시설']"
CNTS_000000000018295,종달리수국길,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,멋진 해안도로 옆 가득한 수국의 향연.,33.50903,126.909294,--,region1,제주시,16,구좌,종달리수국길,1918,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6149709-09e2-4662-977f-7521c21d27cd.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2b4bc08a-122c-4c42-a618-e44e4613b05e.jpg,"['수국', '꽃', '걷기/등산', '경관/포토', '커플', '맑음', '여름', '자연경관', '도보여행', '도보', '포토스팟']"
CNTS_000000000018300,약천사,제주특별자치도 서귀포시 이어도로 293-28,해안을 내려다볼 수 있는 동양 최대의 법당을 자랑하는 절,33.245766,126.44933,064-738-5000,region2,서귀포시,24,중문,Yakcheonsa Temple,1959,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/11fc5ab2-808e-4197-92e7-fd560309e7f5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e060b6c9-86ff-49a5-b5ab-2d273eb41b5f.jpg,"['실내', '휴식/힐링', '부모', '흐림', '여름', '공용주차장', '화장실', '문화관광', '어트랙션']"
CNTS_000000000018311,서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271,"편백나무와 삼나무숲길을 걸으며 치유의 순간을 만나다. 
2019, 2020 정부 문화체육관광부가 지정한 '열린관광지'에도 지정되어 있다!",33.292,126.52941,064-760-3067,region2,서귀포시,21,서귀포시내,서귀포치유의숲,2019022655675,https://api.cdn.visitjeju.net/photomng/imgpath/202508/20/d6c59631-c71a-4a66-8394-dea0147ea7b2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202508/20/4ae4bee8-081c-492b-a32b-34ce41b4f464.jpg,"['웰니스', '자연', '숲', '치유', '숲길', '걷기/등산', '부모', '자연경관', '도보여행', '도보', '럭셔리트래블인제주', '2023_관광10선_봄', 'Moment_봄', '공영관광지', '공용주차장', '화장실', '아주 어려움', '실외', '상', '기타', '숲길 ', ' 산책로']"
CNTS_000000000018320,동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,사면으로 뻗어나가는 거미집 모양의 오름,33.449257,126.806145,,region1,제주시,16,구좌,동거문이오름,2019022593192,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/6040f24a-7c53-4d28-8c4a-dd5aac108f38.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/06/2155a213-1930-49c1-b928-c8d37b691576.JPG,"['오름', '걷기/등산', '자연경관', '도보여행', '도보', '반려동물동반_오름', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_자연', '공용주차장', '아주 어려움']"
CNTS_000000000018332,김만덕기념관,제주특별자치도 제주시 산지로 7,대한민국 최초의 나눔문화전시관,33.5157,126.53032,064-759-6090,region1,제주시,11,제주시내,김만덕기념관,2019022581741,https://api.cdn.visitjeju.net/photomng/imgpath/202108/10/472e3a65-ecf2-4f41-933c-b9f329c69bfb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202108/10/28c20eb3-1115-4c59-ac14-42657de0c140.jpg,"['실내', '미술/박물관', '친구', '비.눈', '겨울', '문화관광', '어트랙션', '무장애관광', '공영관광지', '엘리베이터', '임산부 휴게시설', '단독접근가능', '단차없음', '시각장애인 접근성', '장애인 화장실', '승강기', '장애인 전용 주차장', '수동 휠체어 대여 가능', '쉬움', '하', '공연/전시', '기타', '1시간 미만']"
CNTS_000000000018340,월평포구,제주특별자치도 서귀포시 말질로 462,달빛을 품은 작은 포구. 월평포구,33.2346522,126.46478890000003,--,region2,서귀포시,21,서귀포시내,월평포구,2231,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/725adee7-e31e-4937-9c49-0b18e3c49492.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/97ff1ab4-3a88-46cd-961c-2f9b1bdc29b0.jpg,"['포구', '해변', '문화유적지', '맑음', '자연경관', '역사유적', '공용주차장']"
CNTS_000000000018362,선운정사,제주특별자치도 제주시 애월읍 구몰동길 65,불교문화와 제주문화의 만남,33.429344,126.307205,064-799-8588,region1,제주시,12,애월,선운정사,2019022586858,https://api.cdn.visitjeju.net/photomng/imgpath/202111/04/8f4809b8-bd20-41b8-850a-2711c9e8aa68.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/04/a7100a2c-3a86-445e-9424-76728d51dd62.jpg,"['밤', '경관/포토', '휴식/힐링', '부모', '흐림', '여름', '문화관광', '포토스팟', '무장애관광', '단독접근가능', '단차없음', '아주 어려움']"
CNTS_000000000018384,방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,건축가 이타미 준이 설계한 노아의 방주를 본 따 만든 성전 건축물,33.305073,126.387665,064-794-0611,region2,서귀포시,23,안덕,방주교회,2019022584918,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/402eb059-b3f4-4858-ad8b-037531858461.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/27/2a07265e-4fe8-4b52-a41b-5ab23afc7012.JPG,"['부모', '커플', '친구', '아이', '맑음', '사계절', '문화관광', '어린이', '어트랙션', '무장애관광', '공용주차장', '유도 및 안내시설', '경보 및 피난시설', '장애인 화장실', '장애인 전용 주차장', '아주 어려움', '실내+실외', '포토스팟', '종교시설', ' 건축물']"
CNTS_000000000018385,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1,노란 물결의 해바라기가 펼쳐진 해바라기 농장,33.47736,126.62767,064-721-1482,region1,제주시,11,제주시내,김경숙해바라기농장,2019022559176,https://api.cdn.visitjeju.net/photomng/imgpath/201908/05/7336b9e2-aff4-4800-aa07-30092f869863.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/05/2913670f-34fe-44db-a490-23e752043a9a.jpg,"['커플', '친구', '아이', '부모', '혼자', '경관/포토', '여름', '맑음', '자연경관', '포토스팟', '어린이', '어트랙션', '해바라기']"
CNTS_000000000018406,법환포구,제주특별자치도 서귀포시 막숙포로37번길 2,최영 장군이 막사를 쳤던 포구,33.237774,126.51579,--,region2,서귀포시,21,서귀포시내,법환포구,2019022589292,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/c79af702-3c56-4f15-9438-cb34f383244b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/15/10f67d40-11e4-42a0-b8ef-4a5bcc384a0b.jpg,"['포구', '일출', '해변', '문화유적지', '공용주차장', '자연경관', '역사유적']"
CNTS_000000000018407,낙천리아홉굿의자마을,제주시 한경면 낙수로 97,제주도에서는 보기 드문 9개의(아홉) 샘이(굿)있는 곳!,33.32757,126.22681,064-733-1946,region1,제주시,14,한경,낙천리아홉굿의자마을,2019022590712,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/59a17242-e735-4384-8520-558c1ea84ccb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/22/250c94cc-7b08-472d-8b62-0ce76feda999.jpg,"['휴식/힐링', '아이', '맑음', '가을', '문화관광', '마을산책', '마을관광', '어린이', '어트랙션', '반려동물동반입장', '반려동물', '반려동물동반_관광지', '무장애관광', '단독접근가능', '단차없음', '쉬움']"
CNTS_000000000018409,외돌개,제주특별자치도 서귀포시 서홍동 791,"바다위에 홀로 우뚝, 우직한 외돌개
· 명승 제79호
· 올레7코스",33.240063,126.54573,064-760-3192,region2,서귀포시,21,서귀포시내,외돌개,2019022584864,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/a434d9b2-a595-485f-89d6-1423bd989912.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/364e4579-cc5f-4e38-a520-36cde0e0ef17.jpg,"['일출', '해변', '경관/포토', '휴식/힐링', '맑음', '가을', '자연경관', '포토스팟', '공영관광지', '공용주차장', '화장실', '아주 어려움', '1시간 미만']"
CNTS_000000000018411,알작지해변,제주특별자치도 제주시 테우해안로 60,사르륵 사르륵 자갈이 부서지는 소리. 파도가 부서지는 풍경,33.49593405066642,126.43913014627992,--,region1,제주시,11,제주시내,알작지해변,2019022589419,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/bf98865a-7600-4a90-b7c2-a227efe05fc3.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/15/27e590b9-b2c6-4e09-958f-81776da8d407.JPG,"['해변', '경관/포토', '커플', '가을', '자연경관', '포토스팟']"
CNTS_000000000018413,광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,성산일출봉과 독특한 해안지형이 어우러져 이색적인 풍광을 간직한 곳,33.452452755358465,126.92458139419557,--,region2,서귀포시,17,성산,Gwangchigi Beach,2708,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/315ce1af-1c6c-4977-8668-4710321df6a1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d5b7e9a3-8cfb-41cf-9623-9b15651d4c55.jpg,"['일출', '해변', '경관/포토', '흐림', '봄', '자연경관', '포토스팟', '봄꽃', '유채꽃', '무장애관광', '반려동물동반_해변', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_자연', '공용주차장', '단독접근가능', '단차없음', '장애인 화장실', '장애인 전용 주차장', '아주 어려움']"
CNTS_000000000018415,노리매 테마파크,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,"자연속에서 현대적 감성을 즐길수 있는, 매화 테마공원",33.28257,126.287544,064-792-8211,region2,서귀포시,22,대정,노리매공원,2019022585624,https://api.cdn.visitjeju.net/photomng/imgpath/202110/29/b234c86a-0ea4-4890-ad47-3397cedaa3a7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/29/8e31175c-5613-4784-9a9e-3ccd9502add8.jpg,"['경관/포토', '테마공원', '커플', '맑음', '봄', '자연경관', '포토스팟', '매화', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지', '공용주차장', '현금결제', '카드결제', '화장실', '음료대', '유도 및 안내시설', '경보 및 피난시설', '실내+실외', '하', '산책', '1~2시간']"
CNTS_000000000018419,제주대학교 가는길,제주특별자치도 제주시 제주대학로 102,계절마다 바뀌는 멋진 드라이브 코스를 선사하는 제주대학교 주변 도로,33.455303,126.561615,--,region1,제주시,11,제주시내,제주대학교 가는길,2019022587865,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/1fd1a612-0fcf-46a4-9031-5001e6c543f0.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/10/6d906d0c-3c10-4bce-abec-eaddb8e23bde.JPG,"['걷기/등산', '맑음', '도보여행', '도보', '봄꽃', '벚꽃']"
CNTS_000000000018421,한림항,제주특별자치도 제주시 한림읍 한림해안로 192,제주의 서쪽에서 가장 큰 연안항,33.419075,126.26264,064-796-7522,region1,제주시,13,한림,한림항,2764,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e8b7e269-6b77-4598-bd23-495d5187fdf5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/510490b6-cee6-4ef6-845d-0472744f3b84.jpg,"['맑음', '공용주차장', '아주 어려움']"
CNTS_000000000018441,추자도,제주특별자치도 제주시 추자면 추자도,"한반도 남서부와 제주특별자치도의 중간 지점에 위치하며, 상추자도·하추자도를 묶어 추자도라고 함",33.947014,126.3201,064-728-1526,region3,섬 속의 섬,32,추차도,Chujado Island,2875,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/78883ad5-5708-46d3-af18-f40847291654.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/baf32d8b-7bdc-488b-b232-dc4c5457de5c.jpg,"['경관/포토', '가을', '자연경관', '포토스팟', '공영관광지', '2023_관광10선_가을']"
CNTS_000000000018443,거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산 145,솟아난 물이 바다쪽으로 흐르지 않고 한라산쪽으로 거슬러 흐른다는 뜻의 오름,33.450573,126.759186,064-728-7743,region1,제주시,16,구좌,Geoseunsaemi Oreum Volcanic Cone,2900,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7748715d-18cb-4e32-bee9-f8ff0b4dcbd9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/24ce6ac0-7a2d-4a69-b88f-f530312fc545.jpg,"['혼자', '커플', '친구', '오름', '가을', '맑음', '자연경관', '도보여행', '도보']"
CNTS_000000000018444,월정 투명카약,제주특별자치도 제주시 구좌읍 월정리 1400-33,바닷속을 직접 배안에서 볼 수 있는 카약체험,33.56383295240182,126.77872630552673,010-4144-6492,region1,제주시,16,구좌,월정 투명카약,2019022636535,https://api.cdn.visitjeju.net/photomng/imgpath/202407/23/cb7baccf-9f8e-43dc-b0e0-d9c5dbb3f2fb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/23/a9d0cf97-8c77-48dd-b1f6-2ee7e7b71f95.jpg,"['제주', '제주도', '액티비티', '카약', '월정리', '투명카약', '제주바다', '바다']"
CNTS_000000000018445,삼화포구,제주특별자치도 제주시 서흘1길 26,삼양과 화북 사이에 위치한 포구,33.5287466,126.5891889,--,region1,제주시,11,제주시내,삼화포구,2918,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cc61f2db-99f3-47ed-bf19-d7f80dce5371.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8679fe48-1585-4c5a-9543-a162b53aa508.jpg,"['포구', '해변', '문화유적지', '자연경관', '역사유적']"
CNTS_000000000018446,알진오름(안친오름),제주특별자치도 제주시 구좌읍 송당리 880-1,가볍게 언덕오르면 멋진 풍경을 볼 수 있는 오름,33.477615,126.78664,,region1,제주시,16,구좌,Aljin Oreum (Anchin Oreum) Volcanic Cone,2928,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/269c38de-679e-4343-a66d-7004229a23bb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e399d853-f7f6-401b-b700-1b9bd6789abd.jpg,"['커플', '친구', '맑음', '부모', '혼자', '아이', '오름', '자연경관', '도보여행', '도보', '어린이']"
CNTS_000000000018447,서귀포칠십리시공원,제주특별자치도 서귀포시 서홍동 576-9,외돌개와 해안올레길을 연결하는 공원,33.24609,126.5538,064-760-3191,region2,서귀포시,21,서귀포시내,Seogwipo Chilsimni Park,2938,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a5f0edec-ff91-4ee4-8dcf-f2ca24f76dfc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/11a0ae9b-7254-4f45-a5c1-422ab1d4d3a3.jpg,"['휴식/힐링', '커플', '맑음', '봄', '매화', '공용주차장', '화장실', '편의점', '음료대']"
CNTS_000000000018449,와흘본향당,제주특별자치도 제주시 조천읍 와흘리 1274-1,"마을 전체의 안녕을 지켜주고 생업, 산육, 치병 등의 기원을 들어주는 마을공동체의 성소(聖所)",33.50232,126.63907,064-782-0391,region1,제주시,15,조천,와흘본향당,2941,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f7739c09-f512-4608-a8bc-bbfa73f3b133.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/62026d08-4ea9-4df5-9284-4a557dae551e.jpg,"['문화유적지', '문화관광', '역사유적', '어트랙션', '2023_관광10선_봄', 'Moment_봄']"
CNTS_000000000018456,화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,서귀포시 안덕면 서광동 사거리부터 화순리 사거리까지의 유채꽃길.,33.25176,126.33404,--,region2,서귀포시,23,안덕,화순리 유채꽃길,2019022592186,https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/010bc443-8fa8-4379-83f9-4598e27bf383.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/f1b573bc-dc7d-4d66-9654-1b28f5b466fe.JPG,"['걷기/등산', '경관/포토', '친구', '맑음', '봄', '자연경관', '도보여행', '도보', '포토스팟', '봄꽃', '유채꽃']"
CNTS_000000000018457,민속해안로,제주특별자치도 서귀포시 표선면 일주동로 6228,세화와 표선을 연결하는 해안도로,33.316566,126.84169,--,region2,서귀포시,26,표선,민속해안로,2957,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6b494ea1-090e-45af-a53c-a02638cd340b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/69806fdc-6020-4c61-a134-408853914851.jpg,"['해변', '걷기/등산', '혼자', '맑음', '쉬움']"
CNTS_000000000018458,바람모루,제주특별자치도 서귀포시 서호동,제주 혁신도시에 위치한 도심 속 힐링 공간,33.252605,126.51699,--,region2,서귀포시,21,서귀포시내,바람모루,2019022561357,https://api.cdn.visitjeju.net/photomng/imgpath/201909/02/66765853-ea67-489f-97fc-ce1c8e4a1882.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201909/02/b98a9037-ac39-4e1a-9797-8ea2bc356de9.jpg,"['걷기/등산', '부모', '아이', '화장실', '아주 어려움', '자연경관', '어린이']"
CNTS_000000000018460,명월성지,제주특별자치도 제주시 한림읍 명월리 2236,제주특별자치도 제주시 한림읍 명월리에 있는 조선시대의 성터.,33.40050940734815,126.26125579154052,064-710-6704,region1,제주시,13,한림,명월성지,2019022583451,https://api.cdn.visitjeju.net/photomng/imgpath/202110/19/138294c4-baae-4e7c-a0c6-c98a5c81115d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/19/9e67a7f7-48fb-4c2e-b48f-e41450d278a1.jpg,"['문화유적지', '문화관광', '역사유적', '언택트', '어트랙션']"
CNTS_000000000018467,추사적거지,제주특별자치도 서귀포시 대정읍 추사로 44,추사 김정희의 예술혼이 남아 있는 곳,33.25022,126.27838,064-710-6801,region2,서귀포시,22,대정,추사적거지,2019022594559,https://api.cdn.visitjeju.net/photomng/imgpath/202112/15/ebd2fb84-3fb8-492a-bda9-81ec45534507.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/15/f0fff565-93a7-4b9e-8466-d441eef76bf8.jpg,"['친구', '아이', '문화유적지', '문화관광', '역사유적', '어린이', '어트랙션', '무장애관광', '공용주차장', '엘리베이터', '단독접근가능', '단차없음', '시각장애인 접근성', '장애인 화장실', '승강기', '장애인 전용 주차장', '수동 휠체어 대여 가능', '어려움']"
CNTS_000000000018468,제주동백수목원,제주특별자치도 서귀포시 남원읍 위미리 927,붉은 아기동백이 올망종망 피어있는 동백숲,33.302706,126.6568975,064-764-4473,region2,서귀포시,25,남원,위미리 애기동백나무군락,2018052312107,https://api.cdn.visitjeju.net/photomng/imgpath/201812/27/b1c9d983-fdcb-4c92-91fd-de774f1c3a33.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/27/d176bcdc-620c-476d-b7c9-cdedaf16b220.JPG,"['경관/포토', '커플', '겨울', '제주동백수목원', '자연경관', '동백', '포토스팟', '공용주차장']"
CNTS_000000000018472,김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,김녕리의 금속공예 조각품과 벽화가 있는 아름다운 마을,33.557953,126.74662,064-783-5040,region1,제주시,16,구좌,김녕금속공예벽화마을,2019022591005,https://api.cdn.visitjeju.net/photomng/imgpath/202111/23/8ffcfa65-b381-486c-b2d2-6cb1d924efd1.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/23/77d44508-0645-4072-975e-5c659d6e6638.JPG,"['예술', '경관/포토', '문화유적지', '커플', '흐림', '가을', '단독접근가능', '단차없음', '쉬움', '문화관광', '역사유적', '마을산책', '마을관광', '포토스팟', '무장애관광']"
CNTS_000000000018474,제주올레 1코스,제주특별자치도 서귀포시 성산읍 오조리 396-1,제주의 가장 첫 번째 제주올레 길의 탄생,33.47192,126.91505,064-762-2190,region2,서귀포시,17,성산,제주올레 1코스,2019022563437,https://api.cdn.visitjeju.net/photomng/imgpath/201910/02/4248c762-e2aa-47b4-b8e6-a90ffbfea01c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/02/7e147024-ec72-4bd3-98ec-1c3a5668e24b.jpg,"['올레', '걷기/등산', '친구', '자연경관', '도보여행', '도보']"
CNTS_000000000018475,방일리공원,제주특별자치도 제주시 정원로 50,한라대학교 탐라도서관 바로 옆에 생긴 도심형 공원,33.47767511759223,126.47673767354127,--,region1,제주시,11,제주시내,방일리공원,3072,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/261c6a2a-c842-410d-9dd9-8a39f2fd3740.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b296eb59-dfe1-420d-ae44-682fcb8e2437.jpg,"['휴식/힐링', '자연경관']"
